id,c_reg,c_raj,name,name_raj,c_sti
data_ti_sprsti_696,22,13,СЛАВУТСЬКА ОДПI ГУ ДФС У ХМЕЛЬН.ОБЛ (ПОЛОНСЬКЕ В-НЯ),ПОЛОНСЬКИЙ Р-Н,2213
data_ti_sprsti_697,22,14,СЛАВУТСЬКА ОБ'ЄДНАНА ДПI ГУ ДФС У ХМЕЛЬНИЦЬКIЙ ОБЛАСТI,СЛАВУТСЬКИЙ Р-Н,2214
data_ti_sprsti_698,22,15,КРАСИЛIВСЬКА ОДПI ГУ ДФС (СТАРОКОСТЯНТИНIВСЬКЕ В-НЯ),СТАРОКОСТЯНТИНIВСЬКИЙ Р-Н,2215
data_ti_sprsti_699,22,16,КРАСИЛIВСЬКА ОДПI ГУ ДФС (СТАРОСИНЯВСЬКЕ ВIД-НЯ),СТАРОСИНЯВСЬКИЙ Р-Н,2216
data_ti_sprsti_700,22,17,КРАСИЛIВСЬКА ОДПI ГУ ДФС (ТЕОФIПОЛЬСЬКЕ ВIД-НЯ),ТЕОФIПОЛЬСЬКИЙ Р-Н,2217
data_ti_sprsti_701,22,18,ДПI У М. ХМЕЛЬНИЦЬКОМУ (ХМЕЛЬНИЦЬКИЙ РАЙОН),ХМЕЛЬНИЦЬКИЙ Р-Н,2218
data_ti_sprsti_702,22,19,КАМ'ЯНЕЦЬ-ПОДIЛЬСЬКА ОДПI (ЧЕМЕРОВЕЦЬКЕ ВIДДIЛЕННЯ),ЧЕМЕРОВЕЦЬКИЙ Р-Н,2219
data_ti_sprsti_703,22,20,СЛАВУТСЬКА ОДПI ГУ ДФС У ХМЕЛЬН.ОБЛ (ШЕПЕТIВСЬКЕ ВIД.),ШЕПЕТIВСЬКИЙ Р-Н,2220
data_ti_sprsti_704,22,21,КАМ'ЯНЕЦЬ-ПОДIЛЬСЬКА ОДПI (ЯРМОЛИНЕЦЬКЕ ВIДДIЛЕННЯ),ЯРМОЛИНЕЦЬКИЙ Р-Н,2221
data_ti_sprsti_705,22,22,КАМ'ЯНЕЦЬ-ПОДIЛЬСЬКА ОДПI (М.КАМ'ЯНЕЦЬ-ПОДIЛЬСЬКИЙ),М.КАМ'ЯНЕЦЬ-ПОДIЛЬСЬКИЙ,2222
data_ti_sprsti_706,22,23,СЛАВУТСЬКА ОДПI ГУ ДФС У ХМЕЛЬН.ОБЛ (НЕТIШИНСЬКЕ В-НЯ),М.НЕТIШИН,2223
data_ti_sprsti_707,22,24,СЛАВУТСЬКА ОДПI ГУ ДФС У ХМЕЛЬН.ОБЛ (М.СЛАВУТА),М.СЛАВУТА,2224
data_ti_sprsti_708,22,25,ДПI У М. ХМЕЛЬНИЦЬКОМУ ГУ ДФС У ХМЕЛЬНИЦЬКIЙ ОБЛАСТI,М.ХМЕЛЬНИЦЬКИЙ,2225
data_ti_sprsti_709,22,26,СЛАВУТСЬКА ОДПI ГУ ДФС У ХМЕЛЬН.ОБЛ (М.ШЕПЕТIВКА),М.ШЕПЕТIВКА,2226
data_ti_sprsti_710,22,30,КРАСИЛIВСЬКА ОДПI ГУ ДФС (М.СТАРОКОСТЯНТИНIВ),М.СТАРОКОСТЯНТИНIВ,2230
data_ti_sprsti_711,23,1,ДПI У М.ЧЕРКАСАХ ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,М.ЧЕРКАСИ,2301
data_ti_sprsti_712,23,2,ДПI У МIС.ЧЕРКАСИ,ПРИДНIПРОВСЬКИЙ Р-Н М.ЧЕРКАСИ,0
data_ti_sprsti_713,23,3,ДПI У МIС.ЧЕРКАСИ,СОСНIВСЬКИЙ Р-Н М.ЧЕРКАСИ,0
data_ti_sprsti_714,23,4,СМIЛЯНСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,М.СМIЛА,2304
data_ti_sprsti_715,23,5,УМАНСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,М.УМАНЬ,2305
data_ti_sprsti_716,23,6,ЧЕРКАСЬКА ОДПI (КАНIВСЬКЕ ВIДДIЛЕННЯ),М.КАНIВ,2306
data_ti_sprsti_717,23,7,ЗВЕНИГОРОДСЬКА ОБ'ЄДНАНА ДПI (ВАТУТIНСЬКЕ ВIДДIЛЕННЯ),М.ВАТУТIНЕ,2307
data_ti_sprsti_718,23,8,ЗОЛОТОНIСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,М.ЗОЛОТОНОША,2308
data_ti_sprsti_719,23,9,СМIЛЯНСЬКА ОБ'ЄДНАНА ДПI (ГОРОДИЩЕНСЬКЕ ВIДДIЛЕННЯ),ГОРОДИЩЕНСЬКИЙ Р-Н,2309
data_ti_sprsti_720,23,10,ЗОЛОТОНIСЬКА ОБ'ЄДНАНА ДПI (ДРАБIВСЬКЕ ВIДДIЛЕННЯ),ДРАБIВСЬКИЙ Р-Н,2310
data_ti_sprsti_721,23,11,УМАНСЬКА ОБ'ЄДНАНА ДПI (ЖАШКIВСЬКЕ ВIДДIЛЕННЯ),ЖАШКIВСЬКИЙ Р-Н,2311
data_ti_sprsti_722,23,12,ЗВЕНИГОРОДСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,ЗВЕНИГОРОДСЬКИЙ Р-Н,2312
data_ti_sprsti_723,23,13,ЗОЛОТОНIСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,ЗОЛОТОНIСЬКИЙ Р-Н,2313
data_ti_sprsti_724,23,14,СМIЛЯНСЬКА ОДПI (КОРСУНЬ-ШЕВЧЕНКIВСЬКЕ ВIДДIЛЕННЯ),КОРСУНЬ-ШЕВЧЕНКIВСЬКИЙ Р-Н,2314
data_ti_sprsti_725,23,15,ЧЕРКАСЬКА ОДПI (КАНIВСЬКЕ ВIДДIЛЕННЯ Р-Н),КАНIВСЬКИЙ Р-Н,2315
data_ti_sprsti_726,23,16,СМIЛЯНСЬКА ОБ'ЄДНАНА ДПI (КАМ'ЯНСЬКЕ ВIДДIЛЕННЯ),КАМ'ЯНСЬКИЙ Р-Н,2316
data_ti_sprsti_727,23,17,ЗВЕНИГОРОДСЬКА ОДПI (КАТЕРИНОПIЛЬСЬКЕ  ВIДДIЛЕННЯ),КАТЕРИНОПIЛЬСЬКИЙ Р-Н,2317
data_ti_sprsti_728,23,18,ЗВЕНИГОРОДСЬКА ОБ'ЄДНАНА ДПI (ЛИСЯНСЬКЕ ВIДДIЛЕННЯ),ЛИСЯНСЬКИЙ Р-Н,2318
data_ti_sprsti_729,23,19,УМАНСЬКА ОБ'ЄДНАНА ДПI (МАНЬКIВСЬКЕ ВIДДIЛЕННЯ),МАНЬКIВСЬКИЙ Р-Н,2319
data_ti_sprsti_730,23,20,УМАНСЬКА ОБ'ЄДНАНА ДПI (МОНАСТИРИЩЕНСЬКЕ ВIДДIЛЕННЯ),МОНАСТЕРИЩЕНСЬКИЙ Р-Н,2320
data_ti_sprsti_731,23,21,СМIЛЯНСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,СМIЛЯНСЬКИЙ Р-Н,2321
data_ti_sprsti_732,23,22,ЗВЕНИГОРОДСЬКА ОДПI (ТАЛЬНIВСЬКЕ ВIДДIЛЕННЯ),ТАЛЬНIВСЬКИЙ Р-Н,2322
data_ti_sprsti_733,23,23,УМАНСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,УМАНСЬКИЙ Р-Н,2323
data_ti_sprsti_734,23,24,УМАНСЬКА ОБ'ЄДНАНА ДПI (ХРИСТИНIВСЬКЕ ВIДДIЛЕННЯ),ХРИСТИНIВСЬКИЙ Р-Н,2324
data_ti_sprsti_735,23,25,ЧЕРКАСЬКА ОДПI ГУ ДФС У ЧЕРКАСЬКIЙ ОБЛАСТI,ЧЕРКАСЬКИЙ Р-Н,2325
data_ti_sprsti_736,23,26,ЗОЛОТОНIСЬКА ОБ'ЄДНАНА ДПI (ЧОРНОБАЇВСЬКЕ ВIДДIЛЕННЯ),ЧОРНОБАЇВСЬКИЙ Р-Н,2326
data_ti_sprsti_737,23,27,ЧЕРКАСЬКА ОДПI (ЧИГИРИНСЬКЕ ВIДДIЛЕННЯ),ЧИГИРИНСЬКИЙ Р-Н,2327
data_ti_sprsti_738,23,28,СМIЛЯНСЬКА ОБ'ЄДНАНА ДПI (ШПОЛЯНСЬКЕ ВIДДIЛЕННЯ),ШПОЛЯНСЬКИЙ Р-Н,2328
data_ti_sprsti_739,24,1,ВИЖНИЦЬКА ОДПI ГУ ДФС У ЧЕРНIВЕЦЬКIЙ ОБЛ.,ВИЖНИЦЬКИЙ Р-Н,2401
data_ti_sprsti_740,24,2,НОВОСЕЛИЦЬКА ОДПI ГУ ДФС (ГЕРЦАЇВСЬКЕ ВIДДIЛЕННЯ),ГЕРЦАЇВСЬКИЙ Р-Н,2402
data_ti_sprsti_741,24,3,ЧЕРНIВЕЦЬКА ОДПI ГУ ДФС (ГЛИБОЦЬКЕ ВIДДIЛЕННЯ),ГЛИБОЦЬКИЙ Р-Н,2403
data_ti_sprsti_742,24,4,КIЦМАНСЬКА ОДПI ГУ ДФС (ЗАСТАВНIВСЬКЕ ВIДДIЛЕННЯ),ЗАСТАВНIВСЬКИЙ Р-Н,2404
data_ti_sprsti_743,24,5,СОКИРЯНСЬКА ОДПI ГУ ДФС (КЕЛЬМЕНЕЦЬКЕ ВIДДIЛЕННЯ),КЕЛЬМЕНЕЦЬКИЙ Р-Н,2405
data_ti_sprsti_744,24,6,КIЦМАНСЬКА ОДПI ГУ ДФС У ЧЕРНIВЕЦЬКIЙ ОБЛ.,КIЦМАНСЬКИЙ Р-Н,2406
data_ti_sprsti_745,24,7,НОВОСЕЛИЦЬКА ОДПI ГУ ДФС У ЧЕРНIВЕЦЬКIЙ ОБЛ.,НОВОСЕЛИЦЬКИЙ Р-Н,2407
data_ti_sprsti_746,24,8,ВИЖНИЦЬКА ОДПI ГУ ДФС (ПУТИЛЬСЬКЕ ВIДДIЛЕННЯ),ПУТИЛЬСЬКИЙ Р-Н,2408
data_ti_sprsti_747,24,9,СОКИРЯНСЬКА ОДПI ГУ ДФС У ЧЕРНIВЕЦЬКIЙ ОБЛ.,СОКИРЯНСЬКИЙ Р-Н,2409
data_ti_sprsti_748,24,10,ВИЖНИЦЬКА ОДПI ГУ ДФС (CТОРОЖИНЕЦЬКЕ ВIДДIЛЕННЯ),СТОРОЖИНЕЦЬКИЙ Р-Н,2410
data_ti_sprsti_749,24,11,НОВОСЕЛИЦЬКА ОДПI ГУ ДФС (ХОТИНСЬКЕ ВIДДIЛЕННЯ),ХОТИНСЬКИЙ Р-Н,2411
data_ti_sprsti_750,24,12,ЧЕРНIВЕЦЬКА ОДПI ГУ ДФС У ЧЕРНIВЕЦЬКIЙ ОБЛ.,М.ЧЕРНIВЦI,2412
data_ti_sprsti_751,24,50,СОКИРЯНСЬКА ОДПI ГУ ДФС (НОВОДНIСТРОВСЬКЕ ВIДДIЛЕННЯ),М.НОВОДНIСТРОВЬК,2450
data_ti_sprsti_752,24,63,ДПI У М.ЧЕРНIВЦI,ЛЕНIНСЬКИЙ Р-Н М.ЧЕРНIВЦI,2412
data_ti_sprsti_753,24,66,ДПI У М.ЧЕРНIВЦI,ПЕРШОТРАВНЕВИЙ Р-Н М.ЧЕРНIВЦI,2412
data_ti_sprsti_754,24,69,ДПI У М.ЧЕРНIВЦI,САДГIРСЬКИЙ Р-Н М.ЧЕРНIВЦI,2412
data_ti_sprsti_755,25,2,ПРИЛУЦЬКА ОДПI ГУ ДФС (БАХМАЦЬКЕ ВIДДIЛЕННЯ),БАХМАЦЬКИЙ Р-Н,2502
data_ti_sprsti_756,25,3,НIЖИНСЬКА ОДПI ГУ ДФС (БОБРОВИЦЬКЕ ВIДДIЛЕННЯ),БОБРОВИЦЬКИЙ Р-Н,2503
data_ti_sprsti_757,25,4,НIЖИНСЬКА ОДПI ГУ ДФС (БОРЗНЯНСЬКЕ ВIДДIЛЕННЯ),БОРЗНЯНСЬКИЙ Р-Н,2504
data_ti_sprsti_758,25,5,ПРИЛУЦЬКА ОДПI ГУ ДФС (ВАРВИНСЬКЕ ВIДДIЛЕННЯ),ВАРВИНСЬКИЙ Р-Н,2505
data_ti_sprsti_759,25,6,ЧЕРНIГIВСЬКА ОДПI ГУ ДФС ( ГОРОДНЯНСЬКЕ ВIДДIЛЕННЯ),ГОРОДНЯНСЬКИЙ Р-Н,2506
data_ti_sprsti_760,25,7,ПРИЛУЦЬКА ОДПI ГУ ДФС (IЧНЯНСЬКЕ ВIДДIЛЕННЯ),IЧНЯНСЬКИЙ Р-Н,2507
data_ti_sprsti_761,25,8,НIЖИНСЬКА ОДПI ГУ ДФС (КОЗЕЛЕЦЬКЕ ВIДДIЛЕННЯ),КОЗЕЛЕЦЬКИЙ Р-Н,2508
data_ti_sprsti_762,25,9,МЕНСЬКА ОДПI ГУ ДФС (КОРОПСЬКЕ ВIДДIЛЕННЯ),КОРОПСЬКИЙ Р-Н,2509
data_ti_sprsti_763,25,10,МЕНСЬКА ОДПI ГУ ДФС (КОРЮКIВСЬКЕ ВIДДIЛЕННЯ),КОРЮКIВСЬКИЙ Р-Н,2510
data_ti_sprsti_764,25,11,ЧЕРНIГIВСЬКА ОДПI ГУ ДФС (КУЛИКIВСЬКЕ ВIДДIЛЕННЯ),КУЛИКIВСЬКИЙ Р-Н,2511
data_ti_sprsti_765,25,12,МЕНСЬКА ОДПI ГУ ДФС У ЧЕРНIГIВСЬКIЙ ОБЛАСТI,МЕНСЬКИЙ Р-Н,2512
data_ti_sprsti_766,25,13,НIЖИНСЬКА ОДПI ГУ ДФС У ЧЕРНIГIВСЬКIЙ ОБЛАСТI,НIЖИНСЬКИЙ Р-Н,2513
data_ti_sprsti_767,25,14,МЕНСЬКА ОДПI ГУ ДФС  (НОВГОРОД-СIВЕРСЬКЕ ВIДДIЛЕННЯ),НОВГОРОД-СIВЕРСЬКИЙ Р-Н,2514
data_ti_sprsti_768,25,15,НIЖИНСЬКА ОДПI ГУ ДФС (НОСIВСЬКЕ ВIДДIЛЕННЯ),НОСIВСЬКИЙ Р-Н,2515
data_ti_sprsti_769,25,16,ПРИЛУЦЬКА ОДПI ГУ ДФС У ЧЕРНIГIВСЬКIЙ ОБЛАСТI,ПРИЛУЦЬКИЙ Р-Н,2516
data_ti_sprsti_770,25,17,ЧЕРНIГIВСЬКА ОДПI ГУ ДФС (РIПКИНСЬКЕ ВIДДIЛЕННЯ),РIПКИНСЬКИЙ Р-Н,2517
data_ti_sprsti_771,25,18,МЕНСЬКА ОДПI ГУ ДФС (СЕМЕНIВСЬКЕ ВIДДIЛЕННЯ),СЕМЕНIВСЬКИЙ Р-Н,2518
data_ti_sprsti_772,25,19,МЕНСЬКА ОДПI ГУ ДФС  (СОСНИЦЬКЕ ВIДДIЛЕННЯ),СОСНИЦЬКИЙ Р-Н,2519
data_ti_sprsti_773,25,20,ПРИЛУЦЬКА ОДПI ГУ ДФС (СРIБНЯНСЬКЕ ВIДДIЛЕННЯ),СРIБНЯНСЬКИЙ Р-Н,2520
data_ti_sprsti_774,25,21,ПРИЛУЦЬКА ОДПI ГУ ДФС (ТАЛАЛАЇВСЬКЕ ВIДДIЛЕННЯ),ТАЛАЛАЇВСЬКИЙ Р-Н,2521
data_ti_sprsti_775,25,22,ЧЕРНIГIВСЬКА ОДПI ГУ ДФС У ЧЕРНIГIВСЬКIЙ ОБЛАСТI,ЧЕРНIГIВСЬКИЙ Р-Н,2522
data_ti_sprsti_776,25,23,МЕНСЬКА ОДПI ГУ ДФС  (СНОВСЬКЕ ВIДДIЛЕННЯ),СНОВСЬКИЙ Р-Н,2523
data_ti_sprsti_777,25,24,НIЖИНСЬКА ОДПI ГУ ДФС (М.НIЖИН),М.НIЖИН,2524
data_ti_sprsti_778,25,25,ПРИЛУЦЬКА ОДПI ГУ ДФС У ЧЕРНIГIВСЬКIЙ ОБЛ. (М.ПРИЛУКИ),М.ПРИЛУКИ,2525
data_ti_sprsti_779,25,26,ЧЕРНIГIВСЬКА ОДПI ГУ ДФС  ( М.ЧЕРНIГIВ),М.ЧЕРНIГIВ,2526
data_ti_sprsti_780,25,27,ЧЕРНIГIВСЬКА ОДПI ГУ ДФС  ( ДЕСНЯНСЬКИЙ Р-Н М.ЧЕРНIГIВ,ДЕСНЯНСЬКИЙ Р-Н М.ЧЕРНIГIВ,0
data_ti_sprsti_781,25,28,ЧЕРНIГIВСЬКА ОДПI ГУ ДФС  ( Н-ЗАВОДСЬКИЙ Р-Н М.ЧЕРНIГI,НОВО-ЗАВОДСЬКИЙ Р-Н М.ЧЕРНIГIВ,0
data_ti_sprsti_782,25,29,МЕНСЬКА ОДПI ГУ ДФС (М.НОВГОРОД-СIВЕРСЬКИЙ),М.НОВГОРОД-СIВЕРСЬКИЙ,2529
data_ti_sprsti_783,26,1,ДПI У ВАТУТИНСЬКОМУ Р-НI М.КИЇВ,ВАТУТИНСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_784,26,2,ДПI У ДАРНИЦЬКОМУ Р-НI М.КИЇВ,ДАРНИЦЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_785,26,3,ДПI У ДНIПРОВСЬКОМУ Р-НI М.КИЇВ,ДНIПРОВСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_786,26,4,ДПI У ЖОВТНЕВОМУ Р-НI М.КИЇВ,ЖОВТНЕВИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_787,26,5,ДПI У ЗАЛIЗНИЧНОМУ Р-НI М.КИЇВ,ЗАЛIЗНИЧНИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_788,26,6,ДПI У ЛЕНIНГРАДСЬКОМУ Р-НI М.КИЇВ,ЛЕНIНГРАДСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_789,26,7,ДПI У СТАРОКИЇВСЬКОМУ Р-НI М.КИЇВ,СТАРОКИЇВСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_790,26,8,ДПI У МIНСЬКОМУ Р-НI М.КИЇВ,МIНСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_791,26,9,ДПI У МОСКОВСЬКОМУ Р-НI М.КИЇВ,МОСКОВСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_792,26,10,ДПI У ПЕЧЕРСЬКОМУ Р-НI М.КИЇВ,ПЕЧЕРСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_793,26,11,ДПI У ПОДIЛЬСЬКОМУ Р-НI М.КИЇВ,ПОДIЛЬСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_794,26,12,ДПI У РАДЯНСЬКОМУ Р-НI М.КИЇВ,РАДЯНСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_795,26,13,ДПI У ХАРКIВСЬКОМУ Р-НI М.КИЇВ,ХАРКIВСЬКИЙ Р-Н М. КИЇВ,0
data_ti_sprsti_796,26,14,ДПI У ШЕВЧЕНКIВСЬКОМУ Р-НI М.КИЇВ,ШЕВЧЕНКIВСЬКИЙ Р-Н М.КИЇВ,0
data_ti_sprsti_797,26,50,ДПI У ГОЛОСIЇВСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,ГОЛОСIЇВСЬКИЙ Р-Н М.КИЄВА,2650
data_ti_sprsti_798,26,51,ДПI У ДАРНИЦЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,ДАРНИЦЬКИЙ Р-Н М.КИЄВА,2651
data_ti_sprsti_799,26,52,ДПI У ДЕСНЯНСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,ДЕСНЯНСЬКИЙ Р-Н М.КИЄВА,2652
data_ti_sprsti_800,26,53,ДПI У ДНIПРОВСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,ДНIПРОВСЬКИЙ Р-Н М.КИЄВА,2653
data_ti_sprsti_801,26,54,ДПI В ОБОЛОНСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,ОБОЛОНСЬКИЙ Р-Н М.КИЄВА,2654
data_ti_sprsti_802,26,55,ДПI У ПЕЧЕРСЬКОМУ РАЙОНI ГУ  ДФС У М.КИЄВI,ПЕЧЕРСЬКИЙ Р-Н М.КИЄВА,2655
data_ti_sprsti_803,26,56,ДПI У ПОДIЛЬСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,ПОДIЛЬСЬКИЙ Р-Н М.КИЄВА,2656
data_ti_sprsti_804,26,57,ДПI У СВЯТОШИНСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,СВЯТОШИНСЬКИЙ Р-Н М.КИЄВА,2657
data_ti_sprsti_805,26,58,ДПI У СОЛОМ'ЯНСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,СОЛОМ'ЯНСЬКИЙ Р-Н М.КИЄВА,2658
data_ti_sprsti_806,26,59,ДПI У ШЕВЧЕНКIВСЬКОМУ РАЙОНI ГУ ДФС У М.КИЄВI,ШЕВЧЕНКIВСЬКИЙ Р-Н М.КИЄВА,2659
data_ti_sprsti_807,26,65,ОКРУЖНА ДПС - ЦО З ОБСЛУГОВУВАННЯ ВПП ДПС,СОЛОМ'ЯНСЬКИЙ Р-Н М.КИЄВА,2665
data_ti_sprsti_808,27,2,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, ЛЕНIНСЬКИЙ Р-Н  М.СЕВАСТ.)",ЛЕНIНСЬКИЙ Р-Н М.СЕВАСТОПОЛЬ,2702
data_ti_sprsti_809,27,3,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  НАХИМIВСЬК.Р-Н М.СЕВАСТ.)",НАХИМIВСЬКИЙ Р-Н М.СЕВАСТОПОЛЯ,2703
data_ti_sprsti_810,27,4,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  БАЛАКЛАВ.Р-Н  М.СЕВАСТ.)",БАЛАКЛАВСЬКИЙ Р-Н М.СЕВАСТОПОЛЯ,2704
data_ti_sprsti_811,27,5,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, ГАГАРIНСЬК.Р-Н  М.СЕВАСТ.)",ГАГАРIНСЬКИЙ Р-Н М.СЕВАСТОПОЛЬ,2705
data_ti_sprsti_812,28,1,ДНIПРОПЕТРОВСЬКE УПРАВЛIННЯ  ОФIСУ ВПП  ДФС,М.ДНIПРОПЕТРОВСЬК,2801
data_ti_sprsti_813,28,2,СДПI ГМК У М.КРИВОМУ РОЗI ДНIПРОПЕТРОВСЬКОЇ ОБЛ. ДПС,М.КРИВИЙ РIГ,2802
data_ti_sprsti_814,28,3,СДПI З ОВП У М. ДОНЕЦЬКУ МГУ ДФС,М.МАРIУПОЛЬ,2803
data_ti_sprsti_815,28,4,ЗАПОРIЗЬКЕ УПРАВЛIННЯ  ОФIСУ ВПП  ДФС,М.ЗАПОРIЖЖЯ,2804
data_ti_sprsti_816,28,5,СДПI З ОВП У М. ЛУГАНСЬКУ МГУ ДФС,М.СЄВЄРОДОНЕЦЬК,2805
data_ti_sprsti_817,28,6,ЛЬВIВСЬКЕ  УПРАВЛIННЯ  ОФIСУ ВПП  ДФС,М.ЛЬВIВ,2806
data_ti_sprsti_818,28,7,СДПI ВПП У МIС.МИКОЛАЄВI ДПС,М.МИКОЛАЇВ,2807
data_ti_sprsti_819,28,8,ОДЕСЬКЕ УПРАВЛIННЯ  ОФIСУ ВПП  ДФС,М.ОДЕСА,2808
data_ti_sprsti_820,28,9,ХАРКIВСЬКЕ  УПРАВЛIННЯ  ОФIСУ ВПП  ДФС,М.ХАРКIВ,2809
data_ti_sprsti_821,28,10,ОФIС ВЕЛИКИХ ПЛАТНИКIВ ДФС,ШЕВЧЕНКIВСЬКИЙ Р-Н М.КИЄВА,2810
data_ti_sprsti_822,28,11,СДПI ВПП В М.СIМФЕРОПОЛI,М.СIМФЕРОПОЛЬ,2811
