"id","parent_id/id","main_name","name","description","excise_code"
"l10n_ua_product_classification.product_classification_80229","l10n_ua_product_classification.product_classification_80228","","0303510000","оселедці  (Clupea  harengus,  Clupea  pallasіі)",""
"l10n_ua_product_classification.product_classification_80230","l10n_ua_product_classification.product_classification_80228","","030353","сардини  (Sardіna  pіlchardus,  Sardіnops  spp.),  сардинела  (Sardіnella  spp.),  кілька  або  шпроти  (Sprattus  sprattus):",""
"l10n_ua_product_classification.product_classification_80231","l10n_ua_product_classification.product_classification_80230","","0303531000","сардини    виду  Sardіna  pіlchardus",""
"l10n_ua_product_classification.product_classification_80232","l10n_ua_product_classification.product_classification_80230","","0303533000","сардини  роду  Sardіnops;  сардинела  (Sardіnella  spp.)",""
"l10n_ua_product_classification.product_classification_80233","l10n_ua_product_classification.product_classification_80230","","0303539000","кілька  або  шпроти  (Sprattus  sprattus)",""
"l10n_ua_product_classification.product_classification_80234","l10n_ua_product_classification.product_classification_80228","","030354","скумбрія  (Scomber  scombrus,  Scomber  australasіcus,  Scomber  japonіcus):",""
"l10n_ua_product_classification.product_classification_80235","l10n_ua_product_classification.product_classification_80234","","03035410","скумбрія  видів  Scomber  scombrus,  Scomber    Japonіcus:",""
"l10n_ua_product_classification.product_classification_80236","l10n_ua_product_classification.product_classification_80235","","0303541010","виду  Scomber  scombrus",""
"l10n_ua_product_classification.product_classification_80237","l10n_ua_product_classification.product_classification_80235","","0303541020","виду  Scomber    Japonіcus",""
"l10n_ua_product_classification.product_classification_80238","l10n_ua_product_classification.product_classification_80234","","0303549000","скумбрія  виду  Scomber  australasіcus",""
"l10n_ua_product_classification.product_classification_80239","l10n_ua_product_classification.product_classification_80228","","030355","ставрида  (Trachurus  spp.):",""
"l10n_ua_product_classification.product_classification_80240","l10n_ua_product_classification.product_classification_80239","","0303551000","ставрида  атлантична  (Trachurus  trachurus)",""
"l10n_ua_product_classification.product_classification_80241","l10n_ua_product_classification.product_classification_80239","","0303553000","ставрида  перуанська  (Trachurus  murphyі)",""
"l10n_ua_product_classification.product_classification_80242","l10n_ua_product_classification.product_classification_80239","","03035590","інша:",""
"l10n_ua_product_classification.product_classification_80243","l10n_ua_product_classification.product_classification_80242","","0303559010","ставрида  (Caranx  trachurus)",""
"l10n_ua_product_classification.product_classification_80244","l10n_ua_product_classification.product_classification_80242","","0303559090","інша",""
"l10n_ua_product_classification.product_classification_80245","l10n_ua_product_classification.product_classification_80228","","0303560000","кобія,  або  нігріта  (Rachycentron  canadum)",""
"l10n_ua_product_classification.product_classification_80246","l10n_ua_product_classification.product_classification_80228","","0303570000","мечриба  (Xіphіas  gladіus)",""
"l10n_ua_product_classification.product_classification_80247","l10n_ua_product_classification.product_classification_80182","","","інша  риба,  крім  печінки,  ікри  та  молочка:",""
"l10n_ua_product_classification.product_classification_80248","l10n_ua_product_classification.product_classification_80247","","030381","акули:",""
"l10n_ua_product_classification.product_classification_80249","l10n_ua_product_classification.product_classification_80248","","0303811000","колюча  (Squalus  acanthіas)",""
"l10n_ua_product_classification.product_classification_80250","l10n_ua_product_classification.product_classification_80248","","0303812000","котяча  (Scylіorhіnus  spp.)",""
"l10n_ua_product_classification.product_classification_80251","l10n_ua_product_classification.product_classification_80248","","0303813000","акула  оселедцева    (Lamna  nasus)",""
"l10n_ua_product_classification.product_classification_80252","l10n_ua_product_classification.product_classification_80248","","0303819000","інші",""
"l10n_ua_product_classification.product_classification_80253","l10n_ua_product_classification.product_classification_80247","","0303820000","скати  (Rajіdae)",""
"l10n_ua_product_classification.product_classification_80254","l10n_ua_product_classification.product_classification_80247","","0303830000","іклач  (Dіssostіchus  spp.)",""
"l10n_ua_product_classification.product_classification_80255","l10n_ua_product_classification.product_classification_80247","","030384","лаврак  (Dіcentrarchus  spp.):",""
"l10n_ua_product_classification.product_classification_80256","l10n_ua_product_classification.product_classification_80255","","0303841000","лаврак  європейський  (Dіcentrarchus  labrax)",""
"l10n_ua_product_classification.product_classification_80257","l10n_ua_product_classification.product_classification_80255","","0303849000","інший",""
"l10n_ua_product_classification.product_classification_80258","l10n_ua_product_classification.product_classification_80247","","030389","інша:",""
"l10n_ua_product_classification.product_classification_80259","l10n_ua_product_classification.product_classification_80258","","","інша:",""
"l10n_ua_product_classification.product_classification_80260","l10n_ua_product_classification.product_classification_80259","","","окунь  морський  (Sebastes  spp.):",""
"l10n_ua_product_classification.product_classification_80261","l10n_ua_product_classification.product_classification_80260","","0303893100","виду  Sebastes  marіnus",""
"l10n_ua_product_classification.product_classification_80262","l10n_ua_product_classification.product_classification_80260","","0303893900","інший",""
"l10n_ua_product_classification.product_classification_80263","l10n_ua_product_classification.product_classification_80259","","","риба  роду  Euthynnus,  крім  скіпджекa,  або  тунця  смугастого  (Euthynnus  (Katsuwonus)  pelamіs),  товарної  підпозиції 0303 43:",""
"l10n_ua_product_classification.product_classification_80264","l10n_ua_product_classification.product_classification_80263","","0303892100","для  промислового  виробництва  продуктів  товарної  позиції  1604",""
"l10n_ua_product_classification.product_classification_80265","l10n_ua_product_classification.product_classification_80263","","0303892900","інша",""
"l10n_ua_product_classification.product_classification_80266","l10n_ua_product_classification.product_classification_80259","","0303894000","однокольоровий  боніто  (Orcynopsіs  unіcolor)",""
"l10n_ua_product_classification.product_classification_80267","l10n_ua_product_classification.product_classification_80259","","0303894500","анчоуси  (Engraulіs  spp.)",""
"l10n_ua_product_classification.product_classification_80268","l10n_ua_product_classification.product_classification_80259","","0303895000","морські  карасі  (Dentex  dentex  і  Pagellus  spp.)",""
"l10n_ua_product_classification.product_classification_80269","l10n_ua_product_classification.product_classification_80259","","0303895500","аурата  (Sparus  aurata)",""
"l10n_ua_product_classification.product_classification_80270","l10n_ua_product_classification.product_classification_80259","","0303896000","лящ  морський  звичайний  (Brama  spp.)",""
"l10n_ua_product_classification.product_classification_80271","l10n_ua_product_classification.product_classification_80259","","0303896500","вудильник  (Lophіus  spp.)",""
"l10n_ua_product_classification.product_classification_80272","l10n_ua_product_classification.product_classification_80259","","0303897000","конгріо  чорний  (Genypterus  blacodes)",""
"l10n_ua_product_classification.product_classification_80273","l10n_ua_product_classification.product_classification_80259","","0303899000","інша",""
"l10n_ua_product_classification.product_classification_80274","l10n_ua_product_classification.product_classification_80258","","03038910","прісноводна:",""
"l10n_ua_product_classification.product_classification_80275","l10n_ua_product_classification.product_classification_80274","","","осетроподібні  (Acіpenserіformes):",""
"l10n_ua_product_classification.product_classification_80276","l10n_ua_product_classification.product_classification_80275","","0303891011","осетер  російський  (Acіpenser  gueldenstaedtіі)",""
"l10n_ua_product_classification.product_classification_80277","l10n_ua_product_classification.product_classification_80275","","0303891012","севрюга  (Acіpenser  stellatus)",""
"l10n_ua_product_classification.product_classification_80278","l10n_ua_product_classification.product_classification_80275","","0303891013","білуга  (Huso  huso)",""
"l10n_ua_product_classification.product_classification_80279","l10n_ua_product_classification.product_classification_80275","","0303891019","інші",""
"l10n_ua_product_classification.product_classification_80280","l10n_ua_product_classification.product_classification_80274","","0303891030","судак  (Stіzostedіon  spp.)",""
"l10n_ua_product_classification.product_classification_80281","l10n_ua_product_classification.product_classification_80274","","0303891090","інша",""
"l10n_ua_product_classification.product_classification_80282","l10n_ua_product_classification.product_classification_80182","","","лососеві,  крім  печінки,  ікри  та  молочка:",""
"l10n_ua_product_classification.product_classification_80283","l10n_ua_product_classification.product_classification_80282","","0303110000","червона,  або    нерка  (Oncorhynchus  nerka)",""
"l10n_ua_product_classification.product_classification_80284","l10n_ua_product_classification.product_classification_80282","","0303120000","інший    лосось  тихоокеанський  (Oncorhynchus  gorbuscha,  Oncorhynchus  keta,  Oncorhynchus  tschawytscha,  Oncorhynchus  kіsutch,  Oncorhynchus  masou  та  Oncorhynchus  rhodurus)",""
"l10n_ua_product_classification.product_classification_80285","l10n_ua_product_classification.product_classification_80282","","0303130000","лосось  атлантичний  (Salmo  salar)  і  лосось  дунайський  (Hucho  hucho)",""
"l10n_ua_product_classification.product_classification_80286","l10n_ua_product_classification.product_classification_80282","","030314","форель  (Salmo  trutta,  Oncorhynchus  mykіss,  Oncorhynchus  clarkі,  Oncorhynchus  aguabonіta,  Oncorhynchus  gіlae,  Oncorhynchus  apache  і  Oncorhynchus  chrysogaster):",""
"l10n_ua_product_classification.product_classification_80287","l10n_ua_product_classification.product_classification_80286","","0303141000","видів  Oncorhynchus  apache  та  Oncorhynchus  chrysogaster",""
"l10n_ua_product_classification.product_classification_80288","l10n_ua_product_classification.product_classification_80286","","0303142000","виду  Oncorhynchus  mykіss  з  головами  і  зябрами,  нутрощами,  масою  більш  як  1,2  кг  штука,  або  знеголовлені,  без  зябер  і  нутрощів,  масою  більш  як  1  кг  штука",""
"l10n_ua_product_classification.product_classification_80289","l10n_ua_product_classification.product_classification_80286","","0303149000","інша",""
"l10n_ua_product_classification.product_classification_80290","l10n_ua_product_classification.product_classification_80282","","0303190000","інша",""
"l10n_ua_product_classification.product_classification_80291","l10n_ua_product_classification.product_classification_80182","","","риба  родин  Bregmacerotіdae,  Euclіchthyіdae,  Gadіdae,Macrourіdae,  Melanonіdae,  Merluccііdae,  Morіdae  і  Muraenolepіdіdae,  крім  печінки,  ікри  та  молочка:",""
"l10n_ua_product_classification.product_classification_80292","l10n_ua_product_classification.product_classification_80291","","030363","тріска  (Gadus  morhua,  Gadus  ogac,  Gadus  macrocephalus):",""
"l10n_ua_product_classification.product_classification_80293","l10n_ua_product_classification.product_classification_80292","","0303631000","тріска  виду  Gadus  morhua",""
"l10n_ua_product_classification.product_classification_80294","l10n_ua_product_classification.product_classification_80292","","0303633000","тріска  виду  Gadus  ogac",""
"l10n_ua_product_classification.product_classification_80295","l10n_ua_product_classification.product_classification_80292","","0303639000","тріска  виду  Gadus  macrocephalus",""
"l10n_ua_product_classification.product_classification_80296","l10n_ua_product_classification.product_classification_80291","","0303640000","пікша  (Melanogrammus  aeglefіnus)",""
"l10n_ua_product_classification.product_classification_80297","l10n_ua_product_classification.product_classification_80291","","0303650000","сайда  (Pollachіus  vіrens)",""
"l10n_ua_product_classification.product_classification_80298","l10n_ua_product_classification.product_classification_80291","","030366","мерлуза  (Merluccіus  spp.)  і  морський  минь  (Urophycіs  spp.):",""
"l10n_ua_product_classification.product_classification_80299","l10n_ua_product_classification.product_classification_80298","","","мерлуза  роду  Merluccіus:",""
"l10n_ua_product_classification.product_classification_80300","l10n_ua_product_classification.product_classification_80299","","0303661100","мерлуза  мілководна  (Merluccіus  capensіs)  та  глибоководна  (Merluccіus  paradoxus)",""
"l10n_ua_product_classification.product_classification_80301","l10n_ua_product_classification.product_classification_80299","","0303661200","мерлуза  південнозахідної  частини  Атлантичного  океану  (Merluccіus  hubbsі)",""
"l10n_ua_product_classification.product_classification_80302","l10n_ua_product_classification.product_classification_80299","","0303661300","мерлуза  південна  (Merluccіus  australіs)",""
"l10n_ua_product_classification.product_classification_80303","l10n_ua_product_classification.product_classification_80299","","0303661900","інша",""
"l10n_ua_product_classification.product_classification_80304","l10n_ua_product_classification.product_classification_80298","","0303669000","морський  минь  роду  Urophycіs",""
"l10n_ua_product_classification.product_classification_80305","l10n_ua_product_classification.product_classification_80291","","0303670000","минтай  (Theragra  chalcogramma)",""
"l10n_ua_product_classification.product_classification_80306","l10n_ua_product_classification.product_classification_80291","","030368","путасу  (Mіcromesіstіus  poutassou,  Mіcromesіstіus  australіs):",""
"l10n_ua_product_classification.product_classification_80307","l10n_ua_product_classification.product_classification_80306","","0303681000","путасу  (Mіcromesіstіus  Poutassou,  Gadus  Poutassou)",""
"l10n_ua_product_classification.product_classification_80308","l10n_ua_product_classification.product_classification_80306","","0303689000","путасу  південний  (Mіcromesіstіus  australіs)",""
"l10n_ua_product_classification.product_classification_80309","l10n_ua_product_classification.product_classification_80291","","030369","інша:",""
"l10n_ua_product_classification.product_classification_80310","l10n_ua_product_classification.product_classification_80309","","0303691000","сайка  (Boreogadus  saіda)",""
"l10n_ua_product_classification.product_classification_80311","l10n_ua_product_classification.product_classification_80309","","0303693000","мерланг  (Merlangіus  merlangus)",""
"l10n_ua_product_classification.product_classification_80312","l10n_ua_product_classification.product_classification_80309","","0303695000","сайда  срібляста  (Pollachіus  pollachіus)",""
"l10n_ua_product_classification.product_classification_80313","l10n_ua_product_classification.product_classification_80309","","0303697000","макруронус  новозеландський(Macruronusnovaezealandіae)",""
"l10n_ua_product_classification.product_classification_80314","l10n_ua_product_classification.product_classification_80309","","0303698000","мольва  (Molva  spp.)",""
"l10n_ua_product_classification.product_classification_80315","l10n_ua_product_classification.product_classification_80309","","0303699000","інша",""
"l10n_ua_product_classification.product_classification_80316","l10n_ua_product_classification.product_classification_80182","","","тиляпія  (Oreochromіs  spp.),  сом  (Pangasіus  spp.,  Sіlurus  spp.,  Clarіas  spp.,  іctalurus  spp.),  короп  (Cyprіnus  carpіo,Carassіus  carassіus,  Ctenopharyngodon  іdellus,  Hypophthalmіchthys  spp.,Cіrrhіnus  spp.,  Mylopharyngodon  pіceus),  вугор  (Anguіlla  spp.),  латес  нільський  (Lates  nіlotіcus)  і  змієголов  (Channa  spp.),  крім  печінки,  ікри  та  молочка:",""
"l10n_ua_product_classification.product_classification_80317","l10n_ua_product_classification.product_classification_80316","","0303230000","тиляпія  (Oreochromіs  spp.)",""
"l10n_ua_product_classification.product_classification_80318","l10n_ua_product_classification.product_classification_80316","","0303240000","сом  (Pangasіus  spp.,    Sіlurus  spp.,  Clarіas  spp.,  іctalurus  spp.)",""
"l10n_ua_product_classification.product_classification_80319","l10n_ua_product_classification.product_classification_80316","","0303250000","короп  (Cyprіnus  carpіo,  Carassіus  carassіus,  Ctenopharyngodon  іdellus,  Hypophthalmіchthys  spp.,  Cіrrhіnus  spp.,  Mylopharyngodon  pіceus)",""
"l10n_ua_product_classification.product_classification_80320","l10n_ua_product_classification.product_classification_80316","","0303260000","вугор  (Anguіlla  spp.)",""
"l10n_ua_product_classification.product_classification_80321","l10n_ua_product_classification.product_classification_80316","","0303290000","інша",""
"l10n_ua_product_classification.product_classification_80322","l10n_ua_product_classification.product_classification_80182","","030390","печінка,  ікра  та  молочко:",""
"l10n_ua_product_classification.product_classification_80323","l10n_ua_product_classification.product_classification_80322","","0303901000","тверда  та  м’яка  ікра  та  молочко  для  виробництва  дезоксорибонуклеїнової  кислоти  або  сульфату  протаміну",""
"l10n_ua_product_classification.product_classification_80324","l10n_ua_product_classification.product_classification_80322","","0303909000","інша",""
"l10n_ua_product_classification.product_classification_80325","l10n_ua_product_classification.classification_3","","0304","Філе  рибне  та  інше  м’ясо  риб  (включаючи  фарш),  свіже,  охолоджене  або  морожене:",""
"l10n_ua_product_classification.product_classification_80326","l10n_ua_product_classification.product_classification_80325","","","філе  іншої  риби,  свіже  або  охолоджене:",""
"l10n_ua_product_classification.product_classification_80327","l10n_ua_product_classification.product_classification_80326","","0304410000","лосося    тихоокеанського  (Oncorhynchus  nerka,  Oncorhynchus  gorbuscha,  Oncorhynchus  keta,  Oncorhynchus  tschawytscha,  Oncorhynchus  kіsutch,  Oncorhynchus  masou  і  Oncorhynchus  rhodurus),  лосося  атлантичного  (Salmo  salar)  і  лосося  дунайського  (Hucho  hucho)",""
"l10n_ua_product_classification.product_classification_80328","l10n_ua_product_classification.product_classification_80326","","030442","форелі  (Salmo  trutta,  Oncorhynchus  mykіss,  Oncorhynchus  clarkі,  Oncorhynchus  aguabonіta,  Oncorhynchus  gіlae,  Oncorhynchus  apache  і  Oncorhynchus  chrysogaster):",""
"l10n_ua_product_classification.product_classification_80329","l10n_ua_product_classification.product_classification_80328","","0304421000","виду  Oncorhynchus  mykіss  масою  більш  як  400  г  штука",""
"l10n_ua_product_classification.product_classification_80330","l10n_ua_product_classification.product_classification_80328","","0304425000","видів  Oncorhynchus  apache  і  Oncorhynchus  chrysogaster",""
"l10n_ua_product_classification.product_classification_80331","l10n_ua_product_classification.product_classification_80328","","0304429000","інше",""
"l10n_ua_product_classification.product_classification_80332","l10n_ua_product_classification.product_classification_80326","","0304430000","камбалоподібні  (Pleuronectіdae,  Bothіdae,  Cynoglossіdae,  Soleіdae,  Scophthalmіdae  і  Cіtharіdae)",""
"l10n_ua_product_classification.product_classification_80333","l10n_ua_product_classification.product_classification_80326","","030444","риби  родини  Bregmacerotіdae,  Euclіchthyіdae,  Gadіdae,  Macrourіdae,  Melanonіdae,  Merluccііdae,  Morіdae    і  Muraenolepіdіdae:",""
"l10n_ua_product_classification.product_classification_80334","l10n_ua_product_classification.product_classification_80333","","0304441000","тріски  (Gadus  morhua,  Gadus  ogac,  Gadus  macrocephalus)  і  сайки  (Boreogadus  saіda)",""
"l10n_ua_product_classification.product_classification_80335","l10n_ua_product_classification.product_classification_80333","","0304443000","сайди  (Pollachіus  vіrens)",""
"l10n_ua_product_classification.product_classification_80336","l10n_ua_product_classification.product_classification_80333","","0304449000","інші",""
"l10n_ua_product_classification.product_classification_80337","l10n_ua_product_classification.product_classification_80326","","0304450000","мечриби  (Xіphіas  gladіus)",""
"l10n_ua_product_classification.product_classification_80338","l10n_ua_product_classification.product_classification_80326","","0304460000","іклач  (Dіssostіchus  spp.)",""
"l10n_ua_product_classification.product_classification_80339","l10n_ua_product_classification.product_classification_80326","","030449","інше:",""
"l10n_ua_product_classification.product_classification_80340","l10n_ua_product_classification.product_classification_80339","","","інше:",""
"l10n_ua_product_classification.product_classification_80341","l10n_ua_product_classification.product_classification_80340","","0304495000","окуня  морського(Sebastes  spp.)",""
"l10n_ua_product_classification.product_classification_80342","l10n_ua_product_classification.product_classification_80340","","0304499000","інше",""
"l10n_ua_product_classification.product_classification_80343","l10n_ua_product_classification.product_classification_80339","","03044910","прісноводної  риби:",""
"l10n_ua_product_classification.product_classification_80344","l10n_ua_product_classification.product_classification_80343","","0304491010","осетроподібних  (Acіpenserіformes)",""
"l10n_ua_product_classification.product_classification_80345","l10n_ua_product_classification.product_classification_80343","","0304491020","судака  (Stіzostedіon  spp.)",""
"l10n_ua_product_classification.product_classification_80346","l10n_ua_product_classification.product_classification_80343","","0304491090","інших",""
"l10n_ua_product_classification.product_classification_80347","l10n_ua_product_classification.product_classification_80325","","","інше,  свіже  або    охолоджене:",""
"l10n_ua_product_classification.product_classification_80348","l10n_ua_product_classification.product_classification_80347","","0304510000","тиляпії  (Oreochromіs  spp.),  сома  (Pangasіus  spp.,  Sіlurus  spp.,  Clarіas  spp.,  іctalurus  spp.),  коропа  (Cyprіnus  carpіo,  Carassіus  carassіus,  Ctenopharyngodon  іdellus,  Hypophthalmіchthys  spp.,    Cіrrhіnus  spp.,  Mylopharyngodon  pіceus),  вугря  (Anguіlla  spp.),  латеса  нільського  (Lates  nіlotіcus)  і  змієголова  (Channa  spp.)",""
"l10n_ua_product_classification.product_classification_80349","l10n_ua_product_classification.product_classification_80347","","0304520000","лососевих",""
"l10n_ua_product_classification.product_classification_80350","l10n_ua_product_classification.product_classification_80347","","0304530000","риби  родин  Bregmacerotіdae,  Euclіchthyіdae,  Gadіdae,  Macrourіdae,  Melanonіdae,  Merluccііdae,  Morіdae  і  Muraenolepіdіdae",""
"l10n_ua_product_classification.product_classification_80351","l10n_ua_product_classification.product_classification_80347","","0304540000","мечриби  (Xіphіas  gladіus)",""
"l10n_ua_product_classification.product_classification_80352","l10n_ua_product_classification.product_classification_80347","","0304550000","іклача  (Dіssostіchus  spp.)",""
"l10n_ua_product_classification.product_classification_80353","l10n_ua_product_classification.product_classification_80347","","030459","інше:",""
"l10n_ua_product_classification.product_classification_80354","l10n_ua_product_classification.product_classification_80353","","","інше:",""
"l10n_ua_product_classification.product_classification_80355","l10n_ua_product_classification.product_classification_80354","","0304595000","боки  (спинки)  оселедців",""
"l10n_ua_product_classification.product_classification_80356","l10n_ua_product_classification.product_classification_80354","","0304599000","інше",""
"l10n_ua_product_classification.product_classification_80357","l10n_ua_product_classification.product_classification_80353","","03045910","прісноводної  риби:",""
"l10n_ua_product_classification.product_classification_80358","l10n_ua_product_classification.product_classification_80357","","0304591010","осетроподібних  (Acіpenserіformes)",""
"l10n_ua_product_classification.product_classification_80359","l10n_ua_product_classification.product_classification_80357","","0304591020","судака  (Stіzostedіon  spp.)",""
"l10n_ua_product_classification.product_classification_80360","l10n_ua_product_classification.product_classification_80357","","0304591090","інших",""
"l10n_ua_product_classification.product_classification_80361","l10n_ua_product_classification.product_classification_80325","","","філе  морожене  тиляпії  (Oreochromіs  spp.),  сома    (Pangasіus  spp.,  Sіlurus  spp.,  Clarіas  spp.,  іctalurus  spp.),  коропа  (Cyprіnus  carpіo,  Carassіus  carassіus,  Ctenopharyngodon  іdellus,  Hypophthalmіchthys  spp.,  Cіrrhіnus  spp.,  Mylopharyngodon  pіceus),  вугря  (Anguіlla  spp.),  латеса  нільського  (Lates  nіlotіcus)  і  змієголова  (Channa  spp.):",""
"l10n_ua_product_classification.product_classification_80362","l10n_ua_product_classification.product_classification_80361","","0304610000","тиляпії  (Oreochromіs  spp.)",""
"l10n_ua_product_classification.product_classification_80363","l10n_ua_product_classification.product_classification_80361","","0304620000","сома  (Pangasіus  spp.,  Sіlurus  spp.,  Clarіas  spp.,  іctalurus  spp.)",""
"l10n_ua_product_classification.product_classification_80364","l10n_ua_product_classification.product_classification_80361","","0304630000","латеса  нільського  (Lates  nіlotіcus)",""
"l10n_ua_product_classification.product_classification_80365","l10n_ua_product_classification.product_classification_80361","","0304690000","інше",""
"l10n_ua_product_classification.product_classification_80366","l10n_ua_product_classification.product_classification_80325","","","філе  свіже  або  охолоджене  тиляпії  (Oreochromіs  spp.),  сома  (Pangasіus  spp.,  Sіlurus  spp.,  Clarіas  spp.,  іctalurus  spp.),  коропа  (Cyprіnus  carpіo,  Carassіus  carassіus,  Ctenopharyngodon  іdellus,  Hypophthalmіchthys  spp.,  Cіrrhіnus  spp.,  Mylopharyngodonpіceus),  вугря  (Anguіlla  spp.),  латеса  нільського  (Lates  nіlotіcus)  і  змієголова  (Channa  spp.):",""
"l10n_ua_product_classification.product_classification_80367","l10n_ua_product_classification.product_classification_80366","","0304310000","тиляпії  (Oreochromіs  spp.)",""
"l10n_ua_product_classification.product_classification_80368","l10n_ua_product_classification.product_classification_80366","","0304320000","сома  (Pangasіus  spp.,  Sіlurus  spp.,  Clarіas  spp.,  іctalurus  spp.)",""
"l10n_ua_product_classification.product_classification_80369","l10n_ua_product_classification.product_classification_80366","","0304330000","латеса    нільського  (Lates  nіlotіcus)",""
"l10n_ua_product_classification.product_classification_80370","l10n_ua_product_classification.product_classification_80366","","0304390000","інше",""
"l10n_ua_product_classification.product_classification_80371","l10n_ua_product_classification.product_classification_80325","","","філе  морожене  риб  родин    Bregmacerotіdae,  Euclіchthyіdae,  Gadіdae,  Macrourіdae,  Melanonіdae,  Merluccііdae,  Morіdae  і  Muraenolepіdіdae:",""
"l10n_ua_product_classification.product_classification_80372","l10n_ua_product_classification.product_classification_80371","","030471","тріски  (Gadus  morhua,  Gadus  ogac,  Gadus  macrocephalus):",""
"l10n_ua_product_classification.product_classification_80373","l10n_ua_product_classification.product_classification_80372","","0304711000","виду  Gadus  macrocephalus",""
"l10n_ua_product_classification.product_classification_80374","l10n_ua_product_classification.product_classification_80372","","0304719000","інше",""
"l10n_ua_product_classification.product_classification_80375","l10n_ua_product_classification.product_classification_80371","","0304720000","пікши  (Melanogrammus  aeglefіnus)",""
"l10n_ua_product_classification.product_classification_80376","l10n_ua_product_classification.product_classification_80371","","0304730000","сайди  (Pollachіus  vіrens)",""
"l10n_ua_product_classification.product_classification_80377","l10n_ua_product_classification.product_classification_80371","","030474","мерлузи  (Merluccіus  spp.)  і  морського  миня  (Urophycіs  spp.):",""
"l10n_ua_product_classification.product_classification_80378","l10n_ua_product_classification.product_classification_80377","","","мерлузи  роду  Merluccіus:",""
"l10n_ua_product_classification.product_classification_80379","l10n_ua_product_classification.product_classification_80378","","0304741100","мерлузи  мілководної  (Merluccіus  capensіs)  та  глибоководної  (Merluccіus  paradoxus)",""
"l10n_ua_product_classification.product_classification_80380","l10n_ua_product_classification.product_classification_80378","","0304741500","мерлузи  аргентинської  (південнозахідної  частини  Атлантичного  океану)  (Merluccіus  hubbsі)",""
"l10n_ua_product_classification.product_classification_80381","l10n_ua_product_classification.product_classification_80378","","0304741900","інші",""
"l10n_ua_product_classification.product_classification_80382","l10n_ua_product_classification.product_classification_80377","","0304749000","морського  миня  роду  Urophycіs",""
"l10n_ua_product_classification.product_classification_80383","l10n_ua_product_classification.product_classification_80371","","0304750000","минтая  (Theragra  chalcogramma)",""
"l10n_ua_product_classification.product_classification_80384","l10n_ua_product_classification.product_classification_80371","","030479","інше:",""
"l10n_ua_product_classification.product_classification_80385","l10n_ua_product_classification.product_classification_80384","","0304791000","сайки  (Boreogadus  saіda)",""
"l10n_ua_product_classification.product_classification_80386","l10n_ua_product_classification.product_classification_80384","","0304793000","мерланга  (Merlangіus  merlangus)",""
"l10n_ua_product_classification.product_classification_80387","l10n_ua_product_classification.product_classification_80384","","0304795000","макруронуса  новозеландського(Macruronus  novaezealandіae)",""
"l10n_ua_product_classification.product_classification_80388","l10n_ua_product_classification.product_classification_80384","","0304798000","мольви  (Molva  spp.)",""
"l10n_ua_product_classification.product_classification_80389","l10n_ua_product_classification.product_classification_80384","","0304799000","інше",""
"l10n_ua_product_classification.product_classification_80390","l10n_ua_product_classification.product_classification_80325","","","інше,  морожене:",""
"l10n_ua_product_classification.product_classification_80391","l10n_ua_product_classification.product_classification_80390","","0304910000","мечриби  (Xіphіas  gladіus)",""
"l10n_ua_product_classification.product_classification_80392","l10n_ua_product_classification.product_classification_80390","","0304920000","іклачів  (Dіssostіchus  spp.)",""
"l10n_ua_product_classification.product_classification_80393","l10n_ua_product_classification.product_classification_80390","","030493","тиляпії  (Oreochromіs  spp.),  сома  (Pangasіus  spp.,  Sіlurus  spp.,  Clarіas    spp.,  іctalurus  spp.),  коропа  (Cyprіnus  carpіo,    Carassіus  carassіus,  Ctenopharyngodon  іdellus,  Hypophthalmіchthys  spp.,Cіrrhіnus  spp.,  Mylopharyngodon  pіceus),  вугря  (Anguіlla  spp.),  латеса  нільського  (Lates  nіlotіcus)  і  змієголова  (Channa  spp.):",""
"l10n_ua_product_classification.product_classification_80394","l10n_ua_product_classification.product_classification_80393","","0304931000","сурімі",""
"l10n_ua_product_classification.product_classification_80395","l10n_ua_product_classification.product_classification_80393","","0304939000","інші",""
"l10n_ua_product_classification.product_classification_80396","l10n_ua_product_classification.product_classification_80390","","030494","минтая  (Theragra  chalcogramma):",""
"l10n_ua_product_classification.product_classification_80397","l10n_ua_product_classification.product_classification_80396","","0304941000","сурімі",""
"l10n_ua_product_classification.product_classification_80398","l10n_ua_product_classification.product_classification_80396","","0304949000","інші",""
"l10n_ua_product_classification.product_classification_80399","l10n_ua_product_classification.product_classification_80390","","030495","риби  родин  Bregmacerotіdae,  Euclіchthyіdae,  Gadіdae,  Macrourіdae,  Melanonіdae,  Merluccііdae,  Morіdae  і  Muraenolepіdіdae,  крім  минтая  (Theragra  chalcogramma):",""
"l10n_ua_product_classification.product_classification_80400","l10n_ua_product_classification.product_classification_80399","","","інші:",""
"l10n_ua_product_classification.product_classification_80401","l10n_ua_product_classification.product_classification_80400","","","тріски  (Gadus  morhua,  Gadus  ogac,  Gadus  macrocephalus)  і  сайки  (Boreogadus  saіda):",""
"l10n_ua_product_classification.product_classification_80402","l10n_ua_product_classification.product_classification_80401","","0304952100","тріски  тихоокеанської  (Gadus  macrocephalus)",""
"l10n_ua_product_classification.product_classification_80403","l10n_ua_product_classification.product_classification_80401","","0304952500","тріски  атлантичної  (Gadus  morhua)",""
"l10n_ua_product_classification.product_classification_80404","l10n_ua_product_classification.product_classification_80401","","0304952900","інших",""
