"id","parent_id/id","main_name","name","description","excise_code"
"l10n_ua_product_classification.product_classification_88839","l10n_ua_product_classification.product_classification_88836","","6108990000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88840","l10n_ua_product_classification.product_classification_88825","","","комбінації  та  спідні  спідниці:",""
"l10n_ua_product_classification.product_classification_88841","l10n_ua_product_classification.product_classification_88840","","6108110000","із  синтетичних  або  штучних  волокон",""
"l10n_ua_product_classification.product_classification_88842","l10n_ua_product_classification.product_classification_88840","","6108190000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88843","l10n_ua_product_classification.classification_61","","6109","Футболки,  майки  та  інша  натільна  білизна,  трикотажні:",""
"l10n_ua_product_classification.product_classification_88844","l10n_ua_product_classification.product_classification_88843","","6109100000","з  бавовни",""
"l10n_ua_product_classification.product_classification_88845","l10n_ua_product_classification.product_classification_88843","","610990","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_88846","l10n_ua_product_classification.product_classification_88845","","6109902000","з  вовни  або  тонкого  волосу  тварин  або  із  синтетичних  або  штучних  волокон",""
"l10n_ua_product_classification.product_classification_88847","l10n_ua_product_classification.product_classification_88845","","6109909000","інші",""
"l10n_ua_product_classification.product_classification_88848","l10n_ua_product_classification.classification_61","","6110","Светри,  пуловери,  джемпери,  кардигани,  жилети  та  подібні  вироби,  трикотажні:",""
"l10n_ua_product_classification.product_classification_88849","l10n_ua_product_classification.product_classification_88848","","","з  вовни  або  тонкого  волосу  тварин:",""
"l10n_ua_product_classification.product_classification_88850","l10n_ua_product_classification.product_classification_88849","","611011","з  вовни:",""
"l10n_ua_product_classification.product_classification_88851","l10n_ua_product_classification.product_classification_88850","","","інші:",""
"l10n_ua_product_classification.product_classification_88852","l10n_ua_product_classification.product_classification_88851","","6110113000","для  чоловіків  або  хлопців",""
"l10n_ua_product_classification.product_classification_88853","l10n_ua_product_classification.product_classification_88851","","6110119000","для  жінок  або  дівчат",""
"l10n_ua_product_classification.product_classification_88854","l10n_ua_product_classification.product_classification_88850","","6110111000","светри  та  пуловери  з  вмістом  не  менш  як  50 мас.%  вовни  та  масою  600 г  або  більше  на  один  виріб",""
"l10n_ua_product_classification.product_classification_88855","l10n_ua_product_classification.product_classification_88849","","611012","з  тонкого  волосу  кашмірської  кози:",""
"l10n_ua_product_classification.product_classification_88856","l10n_ua_product_classification.product_classification_88855","","6110121000","для  чоловіків  або  хлопців",""
"l10n_ua_product_classification.product_classification_88857","l10n_ua_product_classification.product_classification_88855","","6110129000","для  жінок  або  дівчат",""
"l10n_ua_product_classification.product_classification_88858","l10n_ua_product_classification.product_classification_88849","","611019","інші:",""
"l10n_ua_product_classification.product_classification_88859","l10n_ua_product_classification.product_classification_88858","","6110191000","для  чоловіків  або  хлопців",""
"l10n_ua_product_classification.product_classification_88860","l10n_ua_product_classification.product_classification_88858","","6110199000","для  жінок  або  дівчат",""
"l10n_ua_product_classification.product_classification_88861","l10n_ua_product_classification.product_classification_88848","","611020","з  бавовни:",""
"l10n_ua_product_classification.product_classification_88862","l10n_ua_product_classification.product_classification_88861","","","інші:",""
"l10n_ua_product_classification.product_classification_88863","l10n_ua_product_classification.product_classification_88862","","6110209100","для  чоловіків  або  хлопців",""
"l10n_ua_product_classification.product_classification_88864","l10n_ua_product_classification.product_classification_88862","","6110209900","для  жінок  або  дівчат",""
"l10n_ua_product_classification.product_classification_88865","l10n_ua_product_classification.product_classification_88861","","6110201000","светри  тонкі",""
"l10n_ua_product_classification.product_classification_88866","l10n_ua_product_classification.product_classification_88848","","611030","із  синтетичних  або  штучних  волокон:",""
"l10n_ua_product_classification.product_classification_88867","l10n_ua_product_classification.product_classification_88866","","","інші:",""
"l10n_ua_product_classification.product_classification_88868","l10n_ua_product_classification.product_classification_88867","","6110309100","для  чоловіків  або  хлопців",""
"l10n_ua_product_classification.product_classification_88869","l10n_ua_product_classification.product_classification_88867","","6110309900","для  жінок  або  дівчат",""
"l10n_ua_product_classification.product_classification_88870","l10n_ua_product_classification.product_classification_88866","","6110301000","светри  тонкі",""
"l10n_ua_product_classification.product_classification_88871","l10n_ua_product_classification.product_classification_88848","","611090","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_88872","l10n_ua_product_classification.product_classification_88871","","6110901000","з  льону  або  волокна  рами",""
"l10n_ua_product_classification.product_classification_88873","l10n_ua_product_classification.product_classification_88871","","6110909000","інші",""
"l10n_ua_product_classification.product_classification_88874","l10n_ua_product_classification.classification_61","","6111","Одяг  дитячий  та  додаткові  речі  до  одягу,  трикотажні:",""
"l10n_ua_product_classification.product_classification_88875","l10n_ua_product_classification.product_classification_88874","","611120","з  бавовни:",""
"l10n_ua_product_classification.product_classification_88876","l10n_ua_product_classification.product_classification_88875","","6111201000","рукавички,  мітенки,  рукавиці",""
"l10n_ua_product_classification.product_classification_88877","l10n_ua_product_classification.product_classification_88875","","6111209000","інші",""
"l10n_ua_product_classification.product_classification_88878","l10n_ua_product_classification.product_classification_88874","","611130","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_88879","l10n_ua_product_classification.product_classification_88878","","6111301000","рукавички,  мітенки,  рукавиці",""
"l10n_ua_product_classification.product_classification_88880","l10n_ua_product_classification.product_classification_88878","","6111309000","інші",""
"l10n_ua_product_classification.product_classification_88881","l10n_ua_product_classification.product_classification_88874","","611190","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_88882","l10n_ua_product_classification.product_classification_88881","","","з  вовни  або  тонкого  волосу  тварин:",""
"l10n_ua_product_classification.product_classification_88883","l10n_ua_product_classification.product_classification_88882","","6111901100","рукавички,  мітенки,  рукавиці",""
"l10n_ua_product_classification.product_classification_88884","l10n_ua_product_classification.product_classification_88882","","6111901900","інші",""
"l10n_ua_product_classification.product_classification_88885","l10n_ua_product_classification.product_classification_88881","","6111909000","інші",""
"l10n_ua_product_classification.product_classification_88886","l10n_ua_product_classification.classification_61","","6112","Костюми  спортивні,  лижні,  костюми  та  плавки  купальні,  трикотажні:",""
"l10n_ua_product_classification.product_classification_88887","l10n_ua_product_classification.product_classification_88886","","","костюми  та  плавки  купальні  для  жінок  або  дівчат:",""
"l10n_ua_product_classification.product_classification_88888","l10n_ua_product_classification.product_classification_88887","","611241","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_88889","l10n_ua_product_classification.product_classification_88888","","6112411000","з  вмістом  5 мас.%  або  більше  гумової  нитки",""
"l10n_ua_product_classification.product_classification_88890","l10n_ua_product_classification.product_classification_88888","","6112419000","інші",""
"l10n_ua_product_classification.product_classification_88891","l10n_ua_product_classification.product_classification_88887","","611249","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_88892","l10n_ua_product_classification.product_classification_88891","","6112491000","з  вмістом  5 мас.%  або  більше  гумової  нитки",""
"l10n_ua_product_classification.product_classification_88893","l10n_ua_product_classification.product_classification_88891","","6112499000","інші",""
"l10n_ua_product_classification.product_classification_88894","l10n_ua_product_classification.product_classification_88886","","","костюми  та  плавки  купальні  для  чоловіків  або  хлопців:",""
"l10n_ua_product_classification.product_classification_88895","l10n_ua_product_classification.product_classification_88894","","611231","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_88896","l10n_ua_product_classification.product_classification_88895","","6112311000","з  вмістом  5 мас.%  або  більше  гумової  нитки",""
"l10n_ua_product_classification.product_classification_88897","l10n_ua_product_classification.product_classification_88895","","6112319000","інші",""
"l10n_ua_product_classification.product_classification_88898","l10n_ua_product_classification.product_classification_88894","","611239","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_88899","l10n_ua_product_classification.product_classification_88898","","6112391000","з  вмістом  5 мас.%  або  більше  гумової  нитки",""
"l10n_ua_product_classification.product_classification_88900","l10n_ua_product_classification.product_classification_88898","","6112399000","інші",""
"l10n_ua_product_classification.product_classification_88901","l10n_ua_product_classification.product_classification_88886","","","костюми  спортивні:",""
"l10n_ua_product_classification.product_classification_88902","l10n_ua_product_classification.product_classification_88901","","6112110000","з  бавовни",""
"l10n_ua_product_classification.product_classification_88903","l10n_ua_product_classification.product_classification_88901","","6112120000","із  синтетичних  волокон",""
"l10n_ua_product_classification.product_classification_88904","l10n_ua_product_classification.product_classification_88901","","6112190000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88905","l10n_ua_product_classification.product_classification_88886","","6112200000","лижні  костюми",""
"l10n_ua_product_classification.product_classification_88906","l10n_ua_product_classification.classification_61","","6113","Одяг  з  трикотажного  полотна  товарних  позицій  5903,  5906  або  5907:",""
"l10n_ua_product_classification.product_classification_88907","l10n_ua_product_classification.product_classification_88906","","6113001000","з  трикотажного  полотна  товарної  позиції  5906",""
"l10n_ua_product_classification.product_classification_88908","l10n_ua_product_classification.product_classification_88906","","6113009000","інший",""
"l10n_ua_product_classification.product_classification_88909","l10n_ua_product_classification.classification_61","","6114","Інший  одяг  трикотажний:",""
"l10n_ua_product_classification.product_classification_88910","l10n_ua_product_classification.product_classification_88909","","6114200000","з  бавовни",""
"l10n_ua_product_classification.product_classification_88911","l10n_ua_product_classification.product_classification_88909","","6114300000","із  синтетичних  або  штучних  волокон",""
"l10n_ua_product_classification.product_classification_88912","l10n_ua_product_classification.product_classification_88909","","6114900000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88913","l10n_ua_product_classification.classification_61","","6115","Колготки,  панчохи,  гольфи,  шкарпетки  і  підслідники  та  інші  панчішношкарпеткові  вироби,  включаючи  компресійні  панчішношкарпеткові  вироби  (наприклад  панчохи  для  хворих  з  варикозним  розширенням  вен)  та  взуття  без  підошов,  трикотажні:",""
"l10n_ua_product_classification.product_classification_88914","l10n_ua_product_classification.product_classification_88913","","","інші  колготи:",""
"l10n_ua_product_classification.product_classification_88915","l10n_ua_product_classification.product_classification_88914","","6115210000","із  синтетичних  волокон,  з  лінійною  щільністю  одиночної  нитки  менш  як  67  децитексів",""
"l10n_ua_product_classification.product_classification_88916","l10n_ua_product_classification.product_classification_88914","","6115220000","із  синтетичних  волокон,  з  лінійною  щільністю  одиночної  нитки  67  децитексів  або  більше",""
"l10n_ua_product_classification.product_classification_88917","l10n_ua_product_classification.product_classification_88914","","6115290000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88918","l10n_ua_product_classification.product_classification_88913","","","інші:",""
"l10n_ua_product_classification.product_classification_88919","l10n_ua_product_classification.product_classification_88918","","6115940000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_88920","l10n_ua_product_classification.product_classification_88918","","6115950000","з  бавовни",""
"l10n_ua_product_classification.product_classification_88921","l10n_ua_product_classification.product_classification_88918","","611596","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_88922","l10n_ua_product_classification.product_classification_88921","","","інші:",""
"l10n_ua_product_classification.product_classification_88923","l10n_ua_product_classification.product_classification_88922","","6115969100","панчохи  жіночі",""
"l10n_ua_product_classification.product_classification_88924","l10n_ua_product_classification.product_classification_88922","","6115969900","інші",""
"l10n_ua_product_classification.product_classification_88925","l10n_ua_product_classification.product_classification_88921","","6115961000","гольфи",""
"l10n_ua_product_classification.product_classification_88926","l10n_ua_product_classification.product_classification_88918","","6115990000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88927","l10n_ua_product_classification.product_classification_88913","","611510","компресійні  панчішношкарпеткові  вироби  (наприклад  панчохи  для  хворих  з  варикозним  розширенням  вен):",""
"l10n_ua_product_classification.product_classification_88928","l10n_ua_product_classification.product_classification_88927","","6115101000","панчохи  для  хворих  з  варикозним  розширенням  вен  із  синтетичних  волокон",""
"l10n_ua_product_classification.product_classification_88929","l10n_ua_product_classification.product_classification_88927","","6115109000","інші",""
"l10n_ua_product_classification.product_classification_88930","l10n_ua_product_classification.product_classification_88913","","611530","інші  панчохи  та  гольфи  жіночі,  з  лінійною  щільністю  одиночної  нитки  менш  як  67  децитексів:",""
"l10n_ua_product_classification.product_classification_88931","l10n_ua_product_classification.product_classification_88930","","","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_88932","l10n_ua_product_classification.product_classification_88931","","6115301100","гольфи",""
"l10n_ua_product_classification.product_classification_88933","l10n_ua_product_classification.product_classification_88931","","6115301900","інші",""
"l10n_ua_product_classification.product_classification_88934","l10n_ua_product_classification.product_classification_88930","","6115309000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88935","l10n_ua_product_classification.classification_61","","6116","Рукавички,  мітенки,  рукавиці,  трикотажні:",""
"l10n_ua_product_classification.product_classification_88936","l10n_ua_product_classification.product_classification_88935","","","інші:",""
"l10n_ua_product_classification.product_classification_88937","l10n_ua_product_classification.product_classification_88936","","6116910000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_88938","l10n_ua_product_classification.product_classification_88936","","6116920000","з  бавовни",""
"l10n_ua_product_classification.product_classification_88939","l10n_ua_product_classification.product_classification_88936","","6116930000","із  синтетичного  волокна",""
"l10n_ua_product_classification.product_classification_88940","l10n_ua_product_classification.product_classification_88936","","6116990000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88941","l10n_ua_product_classification.product_classification_88935","","611610","просочені  або  покриті  пластмасою  або  гумою:",""
"l10n_ua_product_classification.product_classification_88942","l10n_ua_product_classification.product_classification_88941","","6116102000","рукавички,  просочені  або  покриті  гумою",""
"l10n_ua_product_classification.product_classification_88943","l10n_ua_product_classification.product_classification_88941","","6116108000","інші",""
"l10n_ua_product_classification.product_classification_88944","l10n_ua_product_classification.classification_61","","6117","Інші  готові  додаткові  речі  до  одягу,  трикотажні;  частини  одягу  або  додаткових  речей  до  одягу,  трикотажні:",""
"l10n_ua_product_classification.product_classification_88945","l10n_ua_product_classification.product_classification_88944","","6117100000","шалі,  шарфи,  хустки,  кашне,  мантильї,  вуалі  та  подібні  вироби",""
"l10n_ua_product_classification.product_classification_88946","l10n_ua_product_classification.product_classification_88944","","611780","інші  додаткові  речі:",""
"l10n_ua_product_classification.product_classification_88947","l10n_ua_product_classification.product_classification_88946","","6117801000","трикотажні,  еластичні  або  прогумовані",""
"l10n_ua_product_classification.product_classification_88948","l10n_ua_product_classification.product_classification_88946","","61178080","інші:",""
"l10n_ua_product_classification.product_classification_88949","l10n_ua_product_classification.product_classification_88948","","6117808010","краватки,  краваткиметелики,  хусткикраватки",""
"l10n_ua_product_classification.product_classification_88950","l10n_ua_product_classification.product_classification_88948","","6117808090","інші",""
"l10n_ua_product_classification.product_classification_88951","l10n_ua_product_classification.product_classification_88944","","6117900000","частини",""
"l10n_ua_product_classification.classification_62","","Одяг  та  додаткові  речі  до  одягу,  текстильні,  крім  трикотажних","62","Одяг  та  додаткові  речі  до  одягу,  текстильні,  крім  трикотажних",""
"l10n_ua_product_classification.product_classification_88953","l10n_ua_product_classification.classification_62","","6201","Пальта,  півпальта,  накидки,  плащі,  анораки  (включаючи  лижні  куртки),  куртки  для  чоловіків  або  хлопців,  крім  виробів  товарної  позиції  6203:",""
"l10n_ua_product_classification.product_classification_88954","l10n_ua_product_classification.product_classification_88953","","","інші:",""
"l10n_ua_product_classification.product_classification_88955","l10n_ua_product_classification.product_classification_88954","","6201910000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_88956","l10n_ua_product_classification.product_classification_88954","","6201920000","з  бавовни",""
"l10n_ua_product_classification.product_classification_88957","l10n_ua_product_classification.product_classification_88954","","6201930000","із  синтетичних  або  штучних  волокон",""
"l10n_ua_product_classification.product_classification_88958","l10n_ua_product_classification.product_classification_88954","","6201990000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88959","l10n_ua_product_classification.product_classification_88953","","","пальта,  півпальта,  накидки,  плащі  та  аналогічні  вироби:",""
"l10n_ua_product_classification.product_classification_88960","l10n_ua_product_classification.product_classification_88959","","6201110000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_88961","l10n_ua_product_classification.product_classification_88959","","620112","з  бавовни:",""
"l10n_ua_product_classification.product_classification_88962","l10n_ua_product_classification.product_classification_88961","","6201121000","масою  одного  виробу  не  більш  як  1 кг",""
"l10n_ua_product_classification.product_classification_88963","l10n_ua_product_classification.product_classification_88961","","6201129000","масою  одного  виробу  більш  як 1 кг",""
"l10n_ua_product_classification.product_classification_88964","l10n_ua_product_classification.product_classification_88959","","620113","із  синтетичних  або  штучних  волокон:",""
"l10n_ua_product_classification.product_classification_88965","l10n_ua_product_classification.product_classification_88964","","6201131000","масою  одного  виробу  не  більш  як  1 кг",""
"l10n_ua_product_classification.product_classification_88966","l10n_ua_product_classification.product_classification_88964","","6201139000","масою  одного  виробу  більш  як 1 кг",""
"l10n_ua_product_classification.product_classification_88967","l10n_ua_product_classification.product_classification_88959","","6201190000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88968","l10n_ua_product_classification.classification_62","","6202","Пальта,  півпальта,  накидки,  плащі,  анораки  (включаючи  лижні  куртки),  куртки  та  подібні  вироби  для  жінок  або  дівчат,  крім  виробів  товарної  позиції  6204:",""
"l10n_ua_product_classification.product_classification_88969","l10n_ua_product_classification.product_classification_88968","","","інші:",""
"l10n_ua_product_classification.product_classification_88970","l10n_ua_product_classification.product_classification_88969","","6202910000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_88971","l10n_ua_product_classification.product_classification_88969","","6202920000","з  бавовни",""
"l10n_ua_product_classification.product_classification_88972","l10n_ua_product_classification.product_classification_88969","","6202930000","із  синтетичних  або  штучних  волокон",""
"l10n_ua_product_classification.product_classification_88973","l10n_ua_product_classification.product_classification_88969","","6202990000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88974","l10n_ua_product_classification.product_classification_88968","","","пальта,  півпальта,  накидки,  плащі  та  подібні  вироби:",""
"l10n_ua_product_classification.product_classification_88975","l10n_ua_product_classification.product_classification_88974","","6202110000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_88976","l10n_ua_product_classification.product_classification_88974","","620212","з  бавовни:",""
"l10n_ua_product_classification.product_classification_88977","l10n_ua_product_classification.product_classification_88976","","6202121000","масою  одного  виробу  не  більш  як  1 кг",""
"l10n_ua_product_classification.product_classification_88978","l10n_ua_product_classification.product_classification_88976","","6202129000","масою  одного  виробу  більш  як  1 кг",""
"l10n_ua_product_classification.product_classification_88979","l10n_ua_product_classification.product_classification_88974","","620213","із  синтетичних  або  штучних  волокон:",""
"l10n_ua_product_classification.product_classification_88980","l10n_ua_product_classification.product_classification_88979","","6202131000","масою  одного  виробу  не  більш  як  1 кг",""
"l10n_ua_product_classification.product_classification_88981","l10n_ua_product_classification.product_classification_88979","","6202139000","масою  одного  виробу  більш  як  1 кг",""
"l10n_ua_product_classification.product_classification_88982","l10n_ua_product_classification.product_classification_88974","","6202190000","з  інших  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_88983","l10n_ua_product_classification.classification_62","","6203","Костюми,  комплекти,  піджаки,  штани,  комбінезони  із  шлейками,  бриджі  та  шорти  (крім  купальних),  для  чоловіків  або  хлопців:",""
"l10n_ua_product_classification.product_classification_88984","l10n_ua_product_classification.product_classification_88983","","","піджаки  та  блейзери:",""
"l10n_ua_product_classification.product_classification_88985","l10n_ua_product_classification.product_classification_88984","","6203310000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_88986","l10n_ua_product_classification.product_classification_88984","","620332","з  бавовни:",""
"l10n_ua_product_classification.product_classification_88987","l10n_ua_product_classification.product_classification_88986","","6203321000","робочі",""
"l10n_ua_product_classification.product_classification_88988","l10n_ua_product_classification.product_classification_88986","","6203329000","інші",""
"l10n_ua_product_classification.product_classification_88989","l10n_ua_product_classification.product_classification_88984","","620333","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_88990","l10n_ua_product_classification.product_classification_88989","","6203331000","робочі",""
"l10n_ua_product_classification.product_classification_88991","l10n_ua_product_classification.product_classification_88989","","6203339000","інші",""
"l10n_ua_product_classification.product_classification_88992","l10n_ua_product_classification.product_classification_88984","","620339","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_88993","l10n_ua_product_classification.product_classification_88992","","","із  штучних  волокон:",""
"l10n_ua_product_classification.product_classification_88994","l10n_ua_product_classification.product_classification_88993","","6203391100","робочі",""
"l10n_ua_product_classification.product_classification_88995","l10n_ua_product_classification.product_classification_88993","","6203391900","інші",""
"l10n_ua_product_classification.product_classification_88996","l10n_ua_product_classification.product_classification_88992","","6203399000","інші",""
"l10n_ua_product_classification.product_classification_88997","l10n_ua_product_classification.product_classification_88983","","","комплекти:",""
"l10n_ua_product_classification.product_classification_88998","l10n_ua_product_classification.product_classification_88997","","620322","з  бавовни:",""
"l10n_ua_product_classification.product_classification_88999","l10n_ua_product_classification.product_classification_88998","","6203221000","робочі",""
"l10n_ua_product_classification.product_classification_89000","l10n_ua_product_classification.product_classification_88998","","6203228000","інші",""
"l10n_ua_product_classification.product_classification_89001","l10n_ua_product_classification.product_classification_88997","","620323","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_89002","l10n_ua_product_classification.product_classification_89001","","6203231000","робочі",""
"l10n_ua_product_classification.product_classification_89003","l10n_ua_product_classification.product_classification_89001","","6203238000","інші",""
"l10n_ua_product_classification.product_classification_89004","l10n_ua_product_classification.product_classification_88997","","620329","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_89005","l10n_ua_product_classification.product_classification_89004","","","із  штучних  волокон:",""
"l10n_ua_product_classification.product_classification_89006","l10n_ua_product_classification.product_classification_89005","","6203291100","робочі",""
"l10n_ua_product_classification.product_classification_89007","l10n_ua_product_classification.product_classification_89005","","6203291800","інші",""
"l10n_ua_product_classification.product_classification_89008","l10n_ua_product_classification.product_classification_89004","","6203293000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_89009","l10n_ua_product_classification.product_classification_89004","","6203299000","інші",""
"l10n_ua_product_classification.product_classification_89010","l10n_ua_product_classification.product_classification_88983","","","штани,  комбінезони  із  шлейками,  бриджі  та  шорти:",""
"l10n_ua_product_classification.product_classification_89011","l10n_ua_product_classification.product_classification_89010","","620341","з  вовни  або  тонкого  волосу  тварин:",""
"l10n_ua_product_classification.product_classification_89012","l10n_ua_product_classification.product_classification_89011","","6203411000","штани  та  бриджі",""
"l10n_ua_product_classification.product_classification_89013","l10n_ua_product_classification.product_classification_89011","","6203413000","комбінезони  із  шлейками",""
"l10n_ua_product_classification.product_classification_89014","l10n_ua_product_classification.product_classification_89011","","6203419000","інші",""
"l10n_ua_product_classification.product_classification_89015","l10n_ua_product_classification.product_classification_89010","","620342","з  бавовни:",""
"l10n_ua_product_classification.product_classification_89016","l10n_ua_product_classification.product_classification_89015","","","комбінезони  із  шлейками:",""
"l10n_ua_product_classification.product_classification_89017","l10n_ua_product_classification.product_classification_89016","","6203425100","робочі",""
"l10n_ua_product_classification.product_classification_89018","l10n_ua_product_classification.product_classification_89016","","6203425900","інші",""
"l10n_ua_product_classification.product_classification_89019","l10n_ua_product_classification.product_classification_89015","","","штани  та  бриджі:",""
"l10n_ua_product_classification.product_classification_89020","l10n_ua_product_classification.product_classification_89019","","","інші:",""
"l10n_ua_product_classification.product_classification_89021","l10n_ua_product_classification.product_classification_89020","","6203423100","з  джинсової  тканини",""
"l10n_ua_product_classification.product_classification_89022","l10n_ua_product_classification.product_classification_89020","","6203423300","з  вельветкорду  з  розрізаним  ворсом",""
"l10n_ua_product_classification.product_classification_89023","l10n_ua_product_classification.product_classification_89020","","6203423500","інші",""
"l10n_ua_product_classification.product_classification_89024","l10n_ua_product_classification.product_classification_89019","","6203421100","робочі",""
"l10n_ua_product_classification.product_classification_89025","l10n_ua_product_classification.product_classification_89015","","6203429000","інші",""
"l10n_ua_product_classification.product_classification_89026","l10n_ua_product_classification.product_classification_89010","","620343","із  синтетичних  волокон:",""
"l10n_ua_product_classification.product_classification_89027","l10n_ua_product_classification.product_classification_89026","","","комбінезони  із  шлейками:",""
"l10n_ua_product_classification.product_classification_89028","l10n_ua_product_classification.product_classification_89027","","6203433100","робочі",""
"l10n_ua_product_classification.product_classification_89029","l10n_ua_product_classification.product_classification_89027","","6203433900","інші",""
"l10n_ua_product_classification.product_classification_89030","l10n_ua_product_classification.product_classification_89026","","","штани  та  бриджі:",""
"l10n_ua_product_classification.product_classification_89031","l10n_ua_product_classification.product_classification_89030","","6203431100","робочі",""
"l10n_ua_product_classification.product_classification_89032","l10n_ua_product_classification.product_classification_89030","","6203431900","інші",""
"l10n_ua_product_classification.product_classification_89033","l10n_ua_product_classification.product_classification_89026","","6203439000","інші",""
"l10n_ua_product_classification.product_classification_89034","l10n_ua_product_classification.product_classification_89010","","620349","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_89035","l10n_ua_product_classification.product_classification_89034","","","із  штучних  волокон:",""
"l10n_ua_product_classification.product_classification_89036","l10n_ua_product_classification.product_classification_89035","","","комбінезони  із  шлейками:",""
"l10n_ua_product_classification.product_classification_89037","l10n_ua_product_classification.product_classification_89036","","6203493100","робочі",""
"l10n_ua_product_classification.product_classification_89038","l10n_ua_product_classification.product_classification_89036","","6203493900","інші",""
"l10n_ua_product_classification.product_classification_89039","l10n_ua_product_classification.product_classification_89035","","","штани  та  бриджі:",""
"l10n_ua_product_classification.product_classification_89040","l10n_ua_product_classification.product_classification_89039","","6203491100","робочі",""
"l10n_ua_product_classification.product_classification_89041","l10n_ua_product_classification.product_classification_89039","","6203491900","інші",""
"l10n_ua_product_classification.product_classification_89042","l10n_ua_product_classification.product_classification_89035","","6203495000","інші",""
"l10n_ua_product_classification.product_classification_89043","l10n_ua_product_classification.product_classification_89034","","6203499000","інші",""
"l10n_ua_product_classification.product_classification_89044","l10n_ua_product_classification.product_classification_88983","","","костюми:",""
"l10n_ua_product_classification.product_classification_89045","l10n_ua_product_classification.product_classification_89044","","6203110000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_89046","l10n_ua_product_classification.product_classification_89044","","6203120000","із  синтетичних  волокон",""
"l10n_ua_product_classification.product_classification_89047","l10n_ua_product_classification.product_classification_89044","","620319","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_89048","l10n_ua_product_classification.product_classification_89047","","6203191000","з  бавовни",""
"l10n_ua_product_classification.product_classification_89049","l10n_ua_product_classification.product_classification_89047","","6203193000","із  штучних  волокон",""
"l10n_ua_product_classification.product_classification_89050","l10n_ua_product_classification.product_classification_89047","","6203199000","інші",""
"l10n_ua_product_classification.product_classification_89051","l10n_ua_product_classification.classification_62","","6204","Костюми,  комплекти,  жакети,  сукні,  спідниці,  спідниціштани,  штани,  комбінезони  із  шлейками,  бриджі  та  шорти  (крім  купальних),  для  жінок  або  дівчат:",""
"l10n_ua_product_classification.product_classification_89052","l10n_ua_product_classification.product_classification_89051","","","жакети  та  блейзери:",""
"l10n_ua_product_classification.product_classification_89053","l10n_ua_product_classification.product_classification_89052","","6204310000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_89054","l10n_ua_product_classification.product_classification_89052","","620432","з  бавовни:",""
"l10n_ua_product_classification.product_classification_89055","l10n_ua_product_classification.product_classification_89054","","6204321000","робочі",""
"l10n_ua_product_classification.product_classification_89056","l10n_ua_product_classification.product_classification_89054","","6204329000","інші",""
"l10n_ua_product_classification.product_classification_89057","l10n_ua_product_classification.product_classification_89052","","620433","із  синтетичних  волокон:",""
